# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "../mm10-allGenes.gtf" "-o" "CD24Mid-1.counts.txt" "CD24Mid-1.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	CD24Mid-1.filtered.bam
ENSMUST00000020718.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3517523;3520752;3521817;3522461;3522775;3524633;3526165;3526328;3527428	3517827;3520916;3521968;3522578;3522948;3524726;3526240;3526480;3527937	-;-;-;-;-;-;-;-;-	1747	0
ENSMUST00000110011.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3517523;3520848;3521817;3522461;3522775;3524633;3524883;3525042;3526165;3526328;3529440;3529767;3530370;3531045;3531202;3532411;3532598;3532761;3533375;3537323	3517827;3520916;3521968;3522578;3522948;3524726;3524945;3525206;3526240;3526480;3529612;3530282;3530441;3531117;3531522;3532508;3532676;3532854;3533523;3537398	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3020	0
ENSMUST00000075118.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3517523;3521817;3522461;3522775;3524633;3524883;3525042;3526165;3526328;3529440;3529767;3530370;3531045;3531202;3532411;3532598;3532761;3533375;3537323;3539112	3517827;3521968;3522578;3522948;3524726;3524945;3525206;3526240;3526480;3529612;3530282;3530441;3531117;3531522;3532508;3532676;3532854;3533523;3537436;3539239	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3117	0
ENSMUST00000154861.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3517523;3520752;3521817;3522461;3522775;3524633;3524883;3525042;3526165;3526328;3529440;3529767;3530370;3531045;3531202;3532017;3532411;3532598;3532761;3533375;3537323;3539112	3517827;3520916;3521968;3522578;3522948;3524726;3524945;3525206;3526240;3526480;3529612;3530282;3530441;3531117;3531522;3532069;3532508;3532676;3532854;3533523;3537436;3539252	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3348	0
ENSMUST00000020721.14	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3517523;3520752;3521817;3522461;3522775;3524633;3524883;3525042;3526165;3526328;3529440;3529767;3530370;3531045;3531202;3532411;3532598;3532761;3533375;3537323;3539112	3517827;3520916;3521968;3522578;3522948;3524726;3524945;3525206;3526240;3526480;3529612;3530282;3530441;3531117;3531522;3532508;3532676;3532854;3533523;3537436;3539292	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3335	0
ENSMUST00000170588.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3517523;3520752;3521817;3522461;3522775;3524633;3524883;3525042;3526165;3526328;3529440;3529767;3530370;3531045;3531202;3532411;3532598;3532761;3533375;3537323;3537555;3539112	3517827;3520916;3521968;3522578;3522948;3524726;3524945;3525206;3526240;3526480;3529612;3530282;3530441;3531117;3531522;3532508;3532676;3532854;3533523;3537436;3537605;3539292	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3386	0
ENSMUST00000144635.1	chr11;chr11;chr11	3520538;3521817;3522461	3520916;3521968;3522554	-;-;-	625	20
ENSMUST00000128806.1	chr11;chr11;chr11;chr11	3530157;3532419;3533452;3536079	3530275;3532570;3533530;3536434	+;+;+;+	706	0
ENSMUST00000123459.1	chr11;chr11;chr11;chr11	3530948;3532419;3533452;3536771	3531953;3532526;3536192;3536856	+;+;+;+	3941	1
ENSMUST00000156201.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3532460;3532598;3532761;3533375;3537323;3537555;3539112;3540574	3532508;3532676;3532854;3533523;3537436;3537605;3539323;3540612	-;-;-;-;-;-;-;-	787	0
ENSMUST00000136243.1	chr11;chr11;chr11;chr11;chr11;chr11	3532603;3532761;3533375;3537323;3537636;3539112	3532676;3532854;3533523;3537436;3537743;3539251	-;-;-;-;-;-	679	0
ENSMUST00000125275.1	chr11;chr11	3534238;3534760	3534362;3534907	+;+	273	0
ENSMUST00000151804.1	chr11;chr11;chr11;chr11	3534814;3537323;3537671;3539112	3534852;3537436;3537743;3539249	-;-;-;-	364	0
ENSMUST00000117640.1	chr11	3625477	3625848	-	372	0
ENSMUST00000121615.1	chr11	3628824	3629661	+	838	1
ENSMUST00000116005.2	chr11	3633012	3633442	-	431	2
ENSMUST00000132077.3	chr11;chr11	3639785;3646557	3645523;3647536	-;-	6719	72
ENSMUST00000153313.8	chr11;chr11;chr11	3639794;3644772;3646557	3643179;3645523;3647530	-;-;-	5112	0
ENSMUST00000144852.1	chr11;chr11;chr11;chr11	3639794;3644772;3646557;3648753	3643179;3645523;3647078;3648812	-;-;-;-	4720	0
ENSMUST00000226724.1	chr11;chr11	3642462;3644772	3643179;3647906	-;-	3853	135
ENSMUST00000185047.1	chr11	3644776	3644952	-	177	0
ENSMUST00000226545.1	chr11;chr11	3644935;3646557	3645454;3647282	-;-	1246	0
ENSMUST00000227137.1	chr11;chr11	3644999;3646723	3645523;3647132	-;-	935	0
ENSMUST00000184347.1	chr11	3645286	3645521	-	236	0
ENSMUST00000182330.1	chr11;chr11	3646840;3648900	3647078;3649042	-;-	382	0
ENSMUST00000183605.1	chr11	3646942	3647029	-	88	0
ENSMUST00000184580.1	chr11	3647179	3647325	-	147	0
ENSMUST00000193809.1	chr11	3648062	3649673	-	1612	192
ENSMUST00000096441.4	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3649191;3658672;3661829;3668771;3669329;3672266;3675828;3676104;3676642;3677403;3678227;3678536;3679656;3679880;3680175;3680783;3681675;3683545;3683699;3684614;3684838;3685385;3685658;3685976;3688111;3689035	3650447;3658725;3661863;3668839;3669419;3672374;3675987;3676215;3676767;3677482;3678309;3678621;3679796;3680034;3680303;3680888;3681807;3683616;3684076;3684745;3684892;3685526;3685882;3686069;3688299;3690477	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5656	12
ENSMUST00000093389.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3649494;3650308;3658672;3661829;3668771;3669329;3672266;3675828;3676104;3676642;3677403;3678227;3678536;3679656;3679880;3680175;3680783;3681675;3683545;3683699;3684614;3684838;3685385;3685658;3685976;3688111;3689035	3650146;3650447;3658725;3661863;3668839;3669419;3672374;3675987;3676215;3676767;3677482;3678309;3678621;3679796;3680034;3680303;3680888;3681807;3683616;3684076;3684745;3684892;3685526;3685882;3686069;3688299;3690370	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5085	0
ENSMUST00000140242.7	chr11;chr11;chr11;chr11;chr11;chr11	3649759;3650308;3658672;3661829;3668771;3669329	3650146;3650447;3658725;3661863;3668839;3669410	+;+;+;+;+;+	768	0
ENSMUST00000157625.1	chr11	3656663	3656791	-	129	2
ENSMUST00000126035.7	chr11;chr11;chr11;chr11;chr11	3679907;3680175;3680783;3681675;3683545	3680034;3680303;3680888;3681807;3683907	+;+;+;+;+	859	0
ENSMUST00000131517.1	chr11;chr11	3680267;3680783	3680303;3681151	+;+	406	0
ENSMUST00000128666.1	chr11;chr11;chr11	3680362;3681675;3683545	3680888;3681807;3683689	+;+;+	805	8
ENSMUST00000117960.1	chr11;chr11	3697430;3697909	3697519;3698326	-;-	508	0
ENSMUST00000102950.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3703731;3705389;3711694;3711958;3712126;3712459;3714471;3715088;3715497;3717097;3717794;3722100	3705207;3705615;3711869;3712053;3712229;3712579;3714716;3715234;3715551;3717214;3717986;3722216	-;-;-;-;-;-;-;-;-;-;-;-	3077	0
ENSMUST00000070552.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3703731;3705389;3711694;3711958;3712126;3712459;3714471;3715088;3715497;3717097;3717794;3726319;3819837;3863233	3705207;3705615;3711869;3712053;3712229;3712579;3714716;3715234;3715551;3717214;3717986;3726575;3820045;3863903	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4097	0
ENSMUST00000101632.3	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3703918;3705389;3711694;3711958;3712126;3712459;3714471;3715088;3715497;3717097;3722100	3705207;3705615;3711869;3712053;3712229;3712579;3714716;3715234;3715551;3717214;3722216	-;-;-;-;-;-;-;-;-;-;-	2697	0
ENSMUST00000127371.1	chr11;chr11;chr11	3717852;3726319;3773706	3717986;3726575;3773789	-;-;-	476	0
ENSMUST00000155197.1	chr11;chr11;chr11	3717912;3726319;3774587	3717986;3726575;3774732	-;-;-	478	0
ENSMUST00000135250.1	chr11;chr11;chr11	3724402;3819837;3863233	3726575;3820045;3863903	-;-;-	3054	0
ENSMUST00000157727.1	chr11	3788892	3788990	+	99	0
ENSMUST00000121172.1	chr11	3872955	3873775	+	821	0
ENSMUST00000020712.4	chr11;chr11;chr11	3886088;3890039;3894840	3888309;3890147;3895098	-;-;-	2590	24
ENSMUST00000109996.7	chr11;chr11	3895240;3896947	3895517;3899353	+;+	2685	0
ENSMUST00000055931.4	chr11;chr11	3895240;3896943	3895517;3901296	+;+	4632	118
ENSMUST00000109995.1	chr11;chr11	3907021;3912566	3907984;3914664	-;-	3063	0
ENSMUST00000051207.1	chr11;chr11	3907022;3912569	3907984;3914664	-;-	3059	0
ENSMUST00000109992.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3917192;3919290;3922011;3923396;3923702;3924941;3926000;3927390;3931393;3931725	3917709;3919405;3922176;3923582;3923874;3925102;3926169;3927582;3931587;3931789	-;-;-;-;-;-;-;-;-;-	1945	0
ENSMUST00000109988.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3917192;3919290;3922011;3923396;3923702;3924941;3926000;3927390;3931393;3931725	3917709;3919405;3922176;3923582;3923874;3925102;3926169;3927582;3931584;3931804	-;-;-;-;-;-;-;-;-;-	1957	0
ENSMUST00000109990.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3917192;3919290;3922011;3923396;3923702;3924941;3926000;3927390;3931393;3931927	3917709;3919405;3922176;3923582;3923874;3925102;3926169;3927582;3931587;3931960	-;-;-;-;-;-;-;-;-;-	1914	0
ENSMUST00000020710.10	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3917192;3919290;3922011;3923396;3923702;3924941;3926000;3927390;3931393;3931976	3917709;3919405;3922176;3923582;3923874;3925102;3926169;3927582;3931584;3931995	-;-;-;-;-;-;-;-;-;-	1897	0
ENSMUST00000109989.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3917192;3919290;3922011;3923396;3923702;3924941;3926000;3927390;3931393;3931976	3917709;3919405;3922176;3923582;3923874;3925102;3926169;3927582;3931587;3932044	-;-;-;-;-;-;-;-;-;-	1949	0
ENSMUST00000109991.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3917192;3919290;3922011;3923396;3923702;3924941;3926000;3927390;3931393;3932013	3917709;3919405;3922176;3923582;3923874;3925102;3926169;3927582;3931584;3932078	-;-;-;-;-;-;-;-;-;-	1943	0
ENSMUST00000109993.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3917192;3919290;3922011;3923396;3923702;3924941;3926000;3927390;3931393;3932013	3917709;3919405;3922176;3923582;3923874;3925102;3926169;3927582;3931587;3932159	-;-;-;-;-;-;-;-;-;-	2027	0
ENSMUST00000042344.1	chr11;chr11	3937541;3976194	3938175;3976778	-;-	1220	15
ENSMUST00000122352.1	chr11	3951714	3952716	+	1003	11
ENSMUST00000020705.4	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3963975;3968263;3969433;3970625;3973197;3973449;3975529;3975740;3976035;3976288;3976772;3977016;3977626;3977871;3978827	3964060;3968342;3969586;3970734;3973368;3973538;3975645;3975814;3976121;3976418;3976897;3977200;3977783;3978032;3980004	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2911	0
ENSMUST00000109985.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3963975;3968263;3969433;3970625;3973197;3973437;3975529;3975740;3976035;3976288;3976772;3977016;3977626;3977871;3978827	3964060;3968342;3969586;3970734;3973368;3973538;3975645;3975814;3976121;3976418;3976897;3977200;3977783;3978032;3980004	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2923	0
ENSMUST00000130973.7	chr11;chr11;chr11;chr11	3964009;3968263;3969433;3970625	3964060;3968342;3969586;3970835	+;+;+;+	497	8
ENSMUST00000137544.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3964049;3968263;3969433;3970625;3975529;3975740;3976035;3976288;3976772	3964060;3968342;3969586;3970734;3975645;3975814;3976121;3976418;3976884	+;+;+;+;+;+;+;+;+	879	0
ENSMUST00000078757.7	chr11;chr11;chr11	3983636;3996909;3997926	3983840;3997051;3999326	+;+;+	1749	0
ENSMUST00000063004.13	chr11;chr11;chr11;chr11	3983713;3984941;3996909;3997926	3983840;3985158;3997051;3999315	+;+;+;+	1879	65
ENSMUST00000109981.1	chr11;chr11;chr11	3989933;3996909;3997926	3990006;3997051;3999308	+;+;+	1600	3
ENSMUST00000121403.1	chr11	4002457	4002805	+	349	37
ENSMUST00000129689.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4031462;4035123;4039436;4039771;4039937;4041737;4042191;4042399	4031517;4035198;4039479;4039830;4040125;4041832;4042251;4042469	+;+;+;+;+;+;+;+	653	0
ENSMUST00000137324.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4031465;4035123;4039436;4039771;4039937;4041737;4042191;4043287;4043653	4031517;4035198;4039479;4039830;4040125;4041832;4042251;4043370;4043735	+;+;+;+;+;+;+;+;+	746	0
ENSMUST00000126423.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4031613;4035123;4039436;4039771;4039937;4041737;4042191;4043287	4031661;4035198;4039479;4039830;4040125;4041832;4042251;4043355	+;+;+;+;+;+;+;+	644	0
ENSMUST00000131171.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4031783;4035123;4039436;4039771;4040046;4041737;4042191;4043287;4043653;4044064;4046213	4031899;4035198;4039479;4039830;4040125;4041832;4042251;4043370;4043972;4044233;4046336	+;+;+;+;+;+;+;+;+;+;+	1232	0
ENSMUST00000019512.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4031783;4035123;4039436;4039771;4039937;4041737;4042191;4043287;4043653;4043833;4044064;4046213	4031899;4035198;4039479;4039830;4040125;4041832;4042251;4043370;4043759;4043972;4044233;4048024	+;+;+;+;+;+;+;+;+;+;+;+	2956	0
ENSMUST00000136222.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4031783;4035123;4039436;4039771;4039937;4041737;4042191;4043287;4043833;4044064;4046213	4031899;4035198;4039479;4039830;4040125;4041832;4042251;4043759;4043972;4044233;4048024	+;+;+;+;+;+;+;+;+;+;+	3238	0
ENSMUST00000125351.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4031842;4039436;4039937;4041737;4042191;4043287;4043653;4043833;4044064;4046213	4031899;4039479;4040125;4041832;4042251;4043370;4043759;4043972;4044233;4046336	+;+;+;+;+;+;+;+;+;+	1073	0
ENSMUST00000134482.1	chr11;chr11;chr11;chr11;chr11;chr11	4041737;4042191;4043287;4043833;4044064;4046213	4041832;4042251;4043370;4043972;4044233;4046336	+;+;+;+;+;+	675	0
ENSMUST00000068322.6	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4064841;4066137;4066460;4066640;4067956;4069255;4070084;4071409;4074720;4075166;4075392;4076246	4065005;4066212;4066503;4066699;4068144;4069350;4070144;4071495;4074826;4075305;4075561;4077736	+;+;+;+;+;+;+;+;+;+;+;+	2686	0
ENSMUST00000129330.7	chr11;chr11;chr11;chr11;chr11;chr11	4064891;4066137;4066460;4066640;4067956;4069255	4065005;4066212;4066503;4066699;4068144;4069448	+;+;+;+;+;+	678	0
ENSMUST00000123208.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4064952;4066137;4066460;4066640;4068065;4069255;4070084;4071409;4074720;4075166;4075392;4076246	4065005;4066212;4066503;4066699;4068144;4069350;4070144;4071495;4074826;4075305;4075561;4076325	+;+;+;+;+;+;+;+;+;+;+;+	1055	0
ENSMUST00000125898.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4064952;4066460;4067956;4069255;4070084;4071409;4074720;4075166;4075392;4076246	4065005;4066503;4068144;4069350;4070144;4071495;4074826;4075305;4075561;4076325	+;+;+;+;+;+;+;+;+;+	1028	0
ENSMUST00000126396.1	chr11;chr11;chr11	4071409;4075392;4076246	4071495;4075561;4076761	+;+;+	773	0
ENSMUST00000004868.5	chr11;chr11;chr11;chr11	4091480;4093801;4094389;4095216	4092299;4094033;4094516;4095445	-;-;-;-	1411	1289
ENSMUST00000123607.1	chr11;chr11	4094434;4094814	4094516;4095140	-;-	410	6
ENSMUST00000003681.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4097039;4103388;4103674;4103895;4108497;4108964;4109149;4111037;4111443;4111894;4116681;4118625	4098435;4103557;4103813;4104001;4108580;4109024;4109244;4111225;4111502;4111937;4116756;4118831	-;-;-;-;-;-;-;-;-;-;-;-	2631	240
ENSMUST00000132421.7	chr11;chr11;chr11;chr11;chr11;chr11	4097775;4103388;4103674;4108497;4108964;4109149	4098435;4103557;4103813;4108580;4109024;4109261	-;-;-;-;-;-	1229	0
ENSMUST00000123901.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4097775;4103388;4103674;4103895;4108497;4108964;4109149;4111037;4111894;4118625	4098435;4103557;4103813;4104001;4108580;4109024;4109244;4111225;4111937;4118696	-;-;-;-;-;-;-;-;-;-	1624	0
ENSMUST00000133631.1	chr11;chr11;chr11;chr11	4103440;4103674;4103895;4108497	4103557;4103813;4104001;4109011	-;-;-;-	880	0
ENSMUST00000119801.1	chr11	4107755	4108224	+	470	63
ENSMUST00000145173.1	chr11;chr11;chr11;chr11	4111157;4111443;4111894;4123166	4111225;4111502;4111937;4123415	-;-;-;-	423	0
ENSMUST00000136420.1	chr11;chr11	4116457;4118625	4116756;4118753	-;-	429	0
ENSMUST00000118304.1	chr11	4129372	4130150	-	779	5
ENSMUST00000003677.10	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4135202;4135814;4136560;4136712;4137212;4139739;4139935;4140298;4140487	4135563;4135957;4136631;4136797;4137368;4139858;4140078;4140400;4141172	+;+;+;+;+;+;+;+;+	1874	275
ENSMUST00000145705.7	chr11;chr11;chr11;chr11;chr11	4135214;4135814;4136560;4136712;4137309	4135563;4135957;4136631;4136797;4137368	+;+;+;+;+	712	0
ENSMUST00000124670.1	chr11;chr11;chr11;chr11	4135282;4136560;4136712;4137212	4135563;4136631;4136797;4137217	+;+;+;+	446	0
ENSMUST00000127165.1	chr11;chr11;chr11;chr11	4135502;4135814;4136560;4136712	4135563;4135957;4136631;4137155	+;+;+;+	722	5
ENSMUST00000175339.1	chr11	4139364	4139446	+	83	5
ENSMUST00000137060.1	chr11;chr11;chr11;chr11;chr11;chr11	4141123;4144026;4144510;4146234;4146542;4147169	4143935;4144114;4144649;4146402;4146718;4147665	-;-;-;-;-;-	3885	0
ENSMUST00000093381.10	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4141123;4144026;4144510;4146234;4146542;4147169;4147700;4148439;4149931;4151672;4152909;4160159	4143935;4144114;4144649;4146402;4146718;4147359;4147777;4149084;4150102;4151930;4153056;4160291	-;-;-;-;-;-;-;-;-;-;-;-	5015	0
ENSMUST00000101626.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4141123;4144026;4144510;4146234;4146542;4147169;4147700;4148439;4149931;4151389;4151672;4152909;4160159	4143935;4144114;4144649;4146402;4146718;4147359;4147777;4149084;4150102;4151524;4151930;4153056;4160293	-;-;-;-;-;-;-;-;-;-;-;-;-	5153	0
ENSMUST00000139099.7	chr11;chr11;chr11;chr11	4148814;4149931;4158160;4160159	4149084;4150102;4158289;4160218	-;-;-;-	633	0
ENSMUST00000133962.7	chr11;chr11;chr11;chr11;chr11	4150008;4151392;4151672;4152909;4160159	4150102;4151524;4151930;4153056;4160218	-;-;-;-;-	695	0
ENSMUST00000132712.1	chr11;chr11;chr11;chr11	4151491;4151672;4152909;4160159	4151524;4151796;4153056;4160252	-;-;-;-	401	0
ENSMUST00000002198.3	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4160350;4161046;4166496;4167633;4171062;4173080;4174032;4175036;4175395;4176270;4176481;4177413;4178071;4179141;4179354;4180034	4160550;4161167;4166703;4167890;4171136;4173230;4174219;4175153;4175580;4176391;4176726;4177620;4178225;4179242;4179425;4182541	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4920	3125
ENSMUST00000132666.1	chr11;chr11;chr11;chr11;chr11	4160355;4161046;4166496;4167633;4171062	4160550;4161167;4166703;4167890;4171913	+;+;+;+;+	1636	3
ENSMUST00000129583.7	chr11;chr11;chr11;chr11	4160355;4161046;4171062;4173080	4160550;4161167;4171136;4173110	+;+;+;+	424	0
ENSMUST00000133095.1	chr11;chr11;chr11	4177548;4179141;4179354	4178225;4179242;4179419	+;+;+	846	14
ENSMUST00000147485.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4186789;4205757;4209926;4212785;4212978;4213557;4213837;4214701	4187099;4205856;4210033;4212899;4213043;4213746;4213991;4214885	+;+;+;+;+;+;+;+	1230	0
ENSMUST00000041042.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4186789;4205757;4209926;4212141;4212785;4212978;4213557;4213837;4214701	4187099;4205856;4210033;4212247;4212899;4213043;4213746;4213991;4215505	+;+;+;+;+;+;+;+;+	1957	0
ENSMUST00000180088.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4186822;4205757;4209926;4212141;4212785;4212978;4213557;4213837;4214701	4187099;4205856;4210033;4212247;4212899;4213043;4213746;4213991;4215502	+;+;+;+;+;+;+;+;+	1921	0
ENSMUST00000151672.1	chr11;chr11;chr11	4205423;4205757;4209926	4205646;4205856;4209990	+;+;+	389	3
ENSMUST00000135089.1	chr11;chr11	4212311;4213557	4213043;4213600	+;+	777	4
ENSMUST00000149465.1	chr11;chr11;chr11;chr11	4212475;4212978;4213557;4213837	4212899;4213043;4213746;4213856	+;+;+;+	701	0
ENSMUST00000020699.3	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4218225;4218948;4220108;4220375;4220683;4221146;4221424;4221601;4221843	4218426;4219018;4220292;4220507;4220806;4221259;4221506;4221695;4222409	+;+;+;+;+;+;+;+;+	1574	13
ENSMUST00000119525.1	chr11	4230754	4231265	-	512	0
ENSMUST00000131764.1	chr11;chr11	4236420;4239386	4236913;4239664	+;+	773	0
ENSMUST00000075221.2	chr11;chr11;chr11	4236420;4238406;4239386	4236913;4238542;4241026	+;+;+	2272	0
ENSMUST00000066283.11	chr11;chr11;chr11;chr11	4257557;4266497;4268184;4268924	4257688;4266617;4268365;4272514	+;+;+;+	4026	1
ENSMUST00000154927.1	chr11;chr11	4266796;4268184	4267119;4268249	+;+	390	10
ENSMUST00000040750.3	chr11;chr11;chr11	4267095;4268184;4268924	4267119;4268365;4272514	+;+;+	3798	0
ENSMUST00000148655.1	chr11;chr11;chr11	4274089;4274959;4281714	4274511;4275040;4281931	+;+;+	723	0
ENSMUST00000127224.1	chr11;chr11	4285460;4286870	4285642;4286939	+;+	253	0
ENSMUST00000083693.1	chr11	4324149	4324255	-	107	1
ENSMUST00000109948.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4345814;4408590;4409007;4412213;4420704;4421589;4424271;4424756;4427244;4435002;4440483	4346666;4408843;4409158;4412280;4420730;4421609;4424307;4424819;4427385;4435089;4440745	-;-;-;-;-;-;-;-;-;-;-	1969	0
ENSMUST00000020689.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	4345814;4408590;4409007;4412213;4420704;4421589;4424271;4424756;4425506;4427244;4435002;4441016	4346666;4408843;4409158;4412280;4420730;4421609;4424307;4424819;4425626;4427385;4435089;4441103	-;-;-;-;-;-;-;-;-;-;-;-	1915	0
