#1.2									
2998	8								
NAME	description	CD24Mid-1	CD24Neg-2	CD24Mid-3	CD24Neg-4	CD24Mid-5	CD24Neg-6	CD24Mid-7	CD24Neg-8
ENSMUSG00000075588	NA	2	0	1	0	2	0	0	0
ENSMUSG00000075589	NA	1	0	10	0	3	0	2	0
ENSMUSG00000075595	NA	2492	636	2980	860	3678	1253	3697	816
ENSMUSG00000075610	NA	2	1	12	2	3	0	1	0
ENSMUSG00000075611	NA	810	378	590	301	832	567	939	371
ENSMUSG00000075702	NA	968	442	1498	425	1004	300	1015	266
ENSMUSG00000076031	NA	17	42	21	37	11	37	19	24
ENSMUSG00000076129	NA	0	0	0	0	0	0	0	0
ENSMUSG00000076227	NA	0	0	0	0	0	0	0	0
ENSMUSG00000076232	NA	0	0	0	0	0	0	0	0
ENSMUSG00000076318	NA	0	0	0	0	0	0	0	0
ENSMUSG00000076337	NA	0	0	0	0	0	0	0	0
ENSMUSG00000076394	NA	0	0	0	0	0	0	0	0
ENSMUSG00000076433	NA	0	0	0	0	0	0	0	0
ENSMUSG00000076435	NA	1454	848	1529	2169	1177	2089	1381	1288
ENSMUSG00000076450	NA	0	0	0	0	0	0	0	0
ENSMUSG00000076460	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077065	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077155	NA	0	2	1	0	0	0	0	0
ENSMUSG00000077217	NA	0	0	0	0	1	2	4	0
ENSMUSG00000077285	NA	14	0	21	0	12	0	30	0
ENSMUSG00000077304	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077320	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077442	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077456	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077457	NA	22	4	18	3	18	8	29	3
ENSMUSG00000077493	NA	20	1	13	6	14	12	17	8
ENSMUSG00000077524	NA	0	5	0	0	3	3	3	1
ENSMUSG00000077543	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077574	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077604	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077621	NA	1	1	1	0	2	2	3	0
ENSMUSG00000077625	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077637	NA	11	2	4	5	14	5	14	5
ENSMUSG00000077639	NA	4	0	5	2	8	1	5	1
ENSMUSG00000077649	NA	2	1	2	2	0	0	0	1
ENSMUSG00000077669	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077706	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077836	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078130	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078131	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078132	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078134	NA	1378	281	1617	240	1808	382	1720	330
ENSMUSG00000078151	NA	464	188	552	225	489	337	489	193
ENSMUSG00000078153	NA	84	59	65	44	60	96	106	71
ENSMUSG00000078154	NA	1705	293	2176	318	1763	412	1894	273
ENSMUSG00000078157	NA	51	16	48	34	50	30	70	30
ENSMUSG00000078249	NA	5555	349	7049	449	5722	414	5929	326
ENSMUSG00000078251	NA	0	0	8	0	4	0	2	0
ENSMUSG00000078252	NA	0	0	0	0	1	0	0	0
ENSMUSG00000078253	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078254	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078255	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078256	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078257	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078258	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078259	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078260	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078261	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078262	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078263	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078269	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078270	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078276	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078572	NA	860	541	787	436	715	688	667	495
ENSMUSG00000078586	NA	529	73	298	70	315	64	472	100
ENSMUSG00000078600	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078605	NA	1	0	4	0	2	0	5	2
ENSMUSG00000078607	NA	36	37	38	46	12	51	20	36
ENSMUSG00000078619	NA	7021	1784	8727	1637	7555	2581	7333	1730
ENSMUSG00000078622	NA	2971	989	2802	1440	4281	2541	4703	1812
ENSMUSG00000078627	NA	4	2	0	3	2	0	1	0
ENSMUSG00000078632	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078635	NA	1	0	4	0	2	1	1	2
ENSMUSG00000078640	NA	0	0	1	0	0	2	0	0
ENSMUSG00000078650	NA	285	1754	107	2553	186	6050	140	2345
ENSMUSG00000078651	NA	595	161	482	195	552	274	472	245
ENSMUSG00000078652	NA	6818	1687	7777	1814	8018	2829	7905	1636
ENSMUSG00000078653	NA	76	4	51	9	62	11	82	13
ENSMUSG00000078656	NA	24	3	14	4	14	10	22	6
ENSMUSG00000078668	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078676	NA	2759	1003	3072	917	2899	1454	2861	959
ENSMUSG00000078695	NA	4852	3234	4207	2974	3843	4516	3735	3078
ENSMUSG00000078700	NA	376	52	440	51	531	72	475	47
ENSMUSG00000078706	NA	85	79	70	32	23	11	100	39
ENSMUSG00000078763	NA	0	2	2	0	2	0	0	4
ENSMUSG00000078771	NA	48	17	29	5	39	12	74	30
ENSMUSG00000078789	NA	701	90	700	79	722	131	784	86
ENSMUSG00000078812	NA	23201	5440	25682	5301	21846	6205	24972	5328
ENSMUSG00000078851	NA	79	18	108	33	119	49	97	28
ENSMUSG00000078853	NA	413	554	161	277	323	1494	624	1206
ENSMUSG00000078920	NA	720	578	546	507	806	1029	1024	812
ENSMUSG00000078921	NA	26	8	2	3	32	14	76	29
ENSMUSG00000078922	NA	9	1	3	0	13	2	33	4
ENSMUSG00000078924	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078962	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078965	NA	3025	3644	2750	3690	2191	5651	2730	3313
ENSMUSG00000078970	NA	909	197	885	191	979	311	938	208
ENSMUSG00000078974	NA	2633	1414	2773	1124	2365	1509	2794	1283
ENSMUSG00000079010	NA	0	0	0	0	0	0	0	0
ENSMUSG00000079875	NA	0	0	0	0	0	0	0	0
ENSMUSG00000079889	NA	2	1	7	4	8	2	3	2
ENSMUSG00000079890	NA	0	0	0	0	0	0	0	0
ENSMUSG00000079988	NA	3	0	2	0	3	0	3	0
ENSMUSG00000080152	NA	0	0	8	1	3	4	7	4
ENSMUSG00000080180	NA	2	0	0	0	1	0	0	2
ENSMUSG00000080430	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080487	NA	1	0	0	0	1	0	0	0
ENSMUSG00000080517	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080530	NA	4	2	2	2	7	9	7	4
ENSMUSG00000080540	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080573	NA	2	0	1	0	1	1	3	2
ENSMUSG00000080577	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080600	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080616	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080631	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080681	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080694	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080701	NA	1	4	0	0	1	0	4	1
ENSMUSG00000080712	NA	3	2	0	0	0	4	8	0
ENSMUSG00000080734	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080735	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080738	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080749	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080763	NA	5	1	2	0	11	0	10	0
ENSMUSG00000080768	NA	26	9	13	10	36	11	55	21
ENSMUSG00000080776	NA	1604	351	1758	338	1537	438	1443	292
ENSMUSG00000080781	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080791	NA	1	0	0	4	4	0	0	4
ENSMUSG00000080810	NA	3	0	0	2	0	0	0	6
ENSMUSG00000080814	NA	2	0	0	0	0	0	0	0
ENSMUSG00000080823	NA	10	4	6	9	4	4	3	4
ENSMUSG00000080826	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080827	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080833	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080835	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080839	NA	2	0	0	2	2	2	1	0
ENSMUSG00000080851	NA	171	32	190	27	144	19	148	26
ENSMUSG00000080872	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080904	NA	85	89	108	64	83	100	118	83
ENSMUSG00000080906	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080912	NA	0	0	0	0	0	0	2	0
ENSMUSG00000080918	NA	2	0	2	0	1	0	0	0
ENSMUSG00000080927	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080951	NA	2	0	6	0	6	3	3	2
ENSMUSG00000080970	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080976	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080978	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080980	NA	0	0	0	0	2	1	1	0
ENSMUSG00000080981	NA	7	2	3	6	12	2	5	0
ENSMUSG00000080987	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080992	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081000	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081007	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081016	NA	0	0	4	0	0	0	0	0
ENSMUSG00000081021	NA	48	54	50	56	40	93	38	68
ENSMUSG00000081043	NA	0	0	0	0	1	2	0	1
ENSMUSG00000081054	NA	1	0	0	0	0	0	0	0
ENSMUSG00000081059	NA	10	4	13	7	15	17	18	5
ENSMUSG00000081076	NA	115	31	151	23	119	29	131	17
ENSMUSG00000081078	NA	1	0	0	0	1	0	1	0
ENSMUSG00000081088	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081097	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081098	NA	0	0	0	0	0	2	0	1
ENSMUSG00000081101	NA	1	0	1	0	0	0	0	0
ENSMUSG00000081103	NA	4	0	1	2	7	1	4	0
ENSMUSG00000081107	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081112	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081141	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081153	NA	1	2	2	15	1	4	2	14
ENSMUSG00000081162	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081208	NA	26	7	34	11	50	14	42	10
ENSMUSG00000081223	NA	0	0	7	1	4	2	0	1
ENSMUSG00000081249	NA	12	3	6	6	8	7	11	4
ENSMUSG00000081251	NA	12	6	5	19	11	7	8	7
ENSMUSG00000081252	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081254	NA	17	8	31	5	40	8	54	10
ENSMUSG00000081262	NA	27	2	39	6	53	10	54	4
ENSMUSG00000081270	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081287	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081296	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081297	NA	1	0	0	0	0	0	0	2
ENSMUSG00000081302	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081304	NA	0	0	0	2	0	0	0	0
ENSMUSG00000081318	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081325	NA	6	2	6	3	6	2	12	0
ENSMUSG00000081332	NA	2	0	0	2	2	0	4	0
ENSMUSG00000081333	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081340	NA	6	2	8	2	6	9	9	6
ENSMUSG00000081342	NA	0	0	0	0	0	0	1	0
ENSMUSG00000081346	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081360	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081363	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081376	NA	2	0	0	2	0	2	6	0
ENSMUSG00000081392	NA	7	0	3	0	12	0	5	0
ENSMUSG00000081449	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081451	NA	4	4	8	6	8	6	8	2
ENSMUSG00000081455	NA	409	47	598	55	592	92	624	51
ENSMUSG00000081478	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081485	NA	1297	680	1185	629	991	850	1223	607
ENSMUSG00000081498	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081513	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081515	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081524	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081539	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081543	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081547	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081548	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081552	NA	3	4	6	2	2	8	6	2
ENSMUSG00000081570	NA	2	2	2	2	0	0	2	0
ENSMUSG00000081571	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081575	NA	2	0	6	0	3	0	2	1
ENSMUSG00000081578	NA	0	0	1	0	2	0	0	0
ENSMUSG00000081586	NA	2	0	2	0	0	0	0	0
ENSMUSG00000081588	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081600	NA	98	103	115	113	78	187	126	117
ENSMUSG00000081604	NA	2108	520	2349	397	1869	457	1883	441
ENSMUSG00000081613	NA	2	0	1	0	2	0	3	0
ENSMUSG00000081629	NA	13	1	7	1	6	3	18	2
ENSMUSG00000081630	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081631	NA	2	1	2	0	2	0	2	0
ENSMUSG00000081632	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081658	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081663	NA	0	0	0	0	0	2	2	0
ENSMUSG00000081666	NA	5	0	4	2	8	0	0	0
ENSMUSG00000081675	NA	291	62	317	45	244	74	263	58
ENSMUSG00000081676	NA	0	0	0	0	0	0	1	0
ENSMUSG00000081677	NA	1	0	0	0	2	0	0	0
ENSMUSG00000081686	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081690	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081691	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081695	NA	473	115	595	90	381	90	441	98
ENSMUSG00000081698	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081712	NA	0	2	0	0	1	0	0	0
ENSMUSG00000081713	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081749	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081756	NA	44	12	33	25	46	25	44	5
ENSMUSG00000081766	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081767	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081769	NA	291	155	215	146	223	158	281	168
ENSMUSG00000081791	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081811	NA	0	2	0	3	2	0	3	0
ENSMUSG00000081820	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081828	NA	0	0	0	0	2	1	2	0
ENSMUSG00000081835	NA	0	0	0	0	0	0	0	2
ENSMUSG00000081847	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081852	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081860	NA	9	0	4	3	9	1	6	3
ENSMUSG00000081864	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081868	NA	1	2	0	1	1	0	5	0
ENSMUSG00000081887	NA	15	7	8	2	25	18	24	6
ENSMUSG00000081906	NA	0	0	0	0	2	0	2	0
ENSMUSG00000081924	NA	0	0	0	0	9	2	1	0
ENSMUSG00000081929	NA	15	6	20	5	17	0	15	1
ENSMUSG00000081932	NA	4	0	5	1	6	0	6	0
ENSMUSG00000081934	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081944	NA	49	25	51	37	67	56	63	27
ENSMUSG00000081952	NA	69	18	55	28	73	27	95	21
ENSMUSG00000081958	NA	0	0	2	2	2	0	6	0
ENSMUSG00000081961	NA	0	0	0	0	0	0	0	0
ENSMUSG00000081965	NA	0	0	2	0	0	0	1	0
ENSMUSG00000081968	NA	28	10	43	2	25	3	26	11
ENSMUSG00000081974	NA	52	45	70	51	40	69	53	48
ENSMUSG00000081995	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082020	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082027	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082032	NA	1	0	1	0	3	0	0	0
ENSMUSG00000082038	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082040	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082045	NA	22	4	16	2	23	4	28	2
ENSMUSG00000082049	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082074	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082078	NA	0	2	0	0	0	0	0	4
ENSMUSG00000082087	NA	4	2	4	3	3	2	4	4
ENSMUSG00000082095	NA	82	20	108	17	161	21	168	21
ENSMUSG00000082098	NA	0	0	1	0	0	0	0	0
ENSMUSG00000082099	NA	59	9	64	17	50	17	76	14
ENSMUSG00000082100	NA	26	2	22	0	35	0	14	2
ENSMUSG00000082101	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082110	NA	66	74	61	76	53	107	49	58
ENSMUSG00000082116	NA	2	2	0	0	2	4	2	1
ENSMUSG00000082145	NA	3	0	2	5	2	1	7	4
ENSMUSG00000082148	NA	2	0	10	1	13	7	6	4
ENSMUSG00000082156	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082157	NA	1	0	0	0	0	1	0	1
ENSMUSG00000082171	NA	13	8	19	2	21	6	22	15
ENSMUSG00000082180	NA	5	4	9	2	12	0	3	14
ENSMUSG00000082181	NA	5	2	6	0	8	6	6	0
ENSMUSG00000082213	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082243	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082250	NA	0	0	0	0	2	0	0	0
ENSMUSG00000082252	NA	0	0	0	0	5	0	0	0
ENSMUSG00000082256	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082263	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082266	NA	0	0	5	2	2	2	1	0
ENSMUSG00000082271	NA	1	1	2	0	2	2	0	0
ENSMUSG00000082272	NA	7	1	12	3	8	0	11	2
ENSMUSG00000082286	NA	822	575	735	661	852	966	859	705
ENSMUSG00000082292	NA	151	133	105	94	258	425	314	257
ENSMUSG00000082294	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082295	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082304	NA	2	0	2	0	2	0	3	0
ENSMUSG00000082309	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082312	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082333	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082338	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082344	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082364	NA	63	15	85	10	60	44	94	32
ENSMUSG00000082370	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082378	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082380	NA	3	0	0	0	0	0	1	0
ENSMUSG00000082390	NA	9	0	8	2	9	0	16	2
ENSMUSG00000082405	NA	0	0	0	0	0	1	1	0
ENSMUSG00000082410	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082411	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082419	NA	282	43	283	36	217	33	238	43
ENSMUSG00000082448	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082453	NA	0	0	0	0	0	1	0	0
ENSMUSG00000082454	NA	831	270	1062	463	1402	856	1487	498
ENSMUSG00000082456	NA	11	2	20	4	8	0	19	4
ENSMUSG00000082459	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082476	NA	12	1	22	2	8	3	16	1
ENSMUSG00000082478	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082481	NA	45	7	35	5	169	31	31	17
ENSMUSG00000082487	NA	8	0	6	4	3	5	2	4
ENSMUSG00000082495	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082503	NA	116	20	115	32	214	11	30	18
ENSMUSG00000082507	NA	5	2	4	0	1	5	2	0
ENSMUSG00000082510	NA	315	71	382	86	398	131	411	72
ENSMUSG00000082529	NA	0	0	4	0	5	2	2	0
ENSMUSG00000082530	NA	42	23	54	26	26	25	37	13
ENSMUSG00000082531	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082544	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082545	NA	3	0	4	0	0	0	3	0
ENSMUSG00000082550	NA	9	5	9	0	5	5	5	9
ENSMUSG00000082562	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082576	NA	0	3	2	3	2	0	0	4
ENSMUSG00000082579	NA	6	0	3	0	2	0	9	0
ENSMUSG00000082587	NA	11	3	13	7	14	1	5	1
ENSMUSG00000082591	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082607	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082614	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082626	NA	1491	362	1630	222	1339	253	1217	252
ENSMUSG00000082646	NA	1	0	2	0	0	0	0	0
ENSMUSG00000082658	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082688	NA	0	0	0	0	0	2	0	0
ENSMUSG00000082706	NA	0	0	6	0	2	0	2	0
ENSMUSG00000082715	NA	0	0	1	0	3	0	2	0
ENSMUSG00000082721	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082726	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082737	NA	10	8	4	0	17	2	8	3
ENSMUSG00000082749	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082750	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082767	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082790	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082792	NA	13	1	14	2	16	4	7	0
ENSMUSG00000082797	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082798	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082806	NA	11	5	14	2	11	7	12	1
ENSMUSG00000082816	NA	11	8	15	7	11	28	13	11
ENSMUSG00000082818	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082831	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082852	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082857	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082870	NA	0	0	1	0	0	0	0	0
ENSMUSG00000082874	NA	2	0	2	0	55	5	4	0
ENSMUSG00000082875	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082897	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082898	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082900	NA	3	1	2	2	0	1	2	1
ENSMUSG00000082917	NA	0	2	4	2	3	1	0	0
ENSMUSG00000082945	NA	0	1	0	0	0	2	0	0
ENSMUSG00000082947	NA	0	0	0	0	2	1	0	0
ENSMUSG00000082981	NA	0	2	0	2	2	0	4	0
ENSMUSG00000082983	NA	0	0	0	0	0	0	0	0
ENSMUSG00000082993	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083008	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083015	NA	0	0	2	0	0	0	2	0
ENSMUSG00000083016	NA	5	0	1	2	2	2	5	0
ENSMUSG00000083017	NA	0	0	2	0	0	0	0	0
ENSMUSG00000083022	NA	69	11	109	7	80	14	80	23
ENSMUSG00000083052	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083061	NA	544	126	581	80	507	149	503	119
ENSMUSG00000083075	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083090	NA	0	0	2	0	0	2	0	2
ENSMUSG00000083129	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083135	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083137	NA	0	0	0	4	0	0	0	0
ENSMUSG00000083142	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083155	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083156	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083159	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083161	NA	15	4	2	0	6	1	18	4
ENSMUSG00000083163	NA	0	0	2	0	0	0	0	0
ENSMUSG00000083171	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083175	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083176	NA	2	0	0	2	0	0	2	0
ENSMUSG00000083178	NA	0	1	0	1	0	1	0	1
ENSMUSG00000083188	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083201	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083203	NA	0	0	0	0	1	0	0	0
ENSMUSG00000083208	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083209	NA	1	0	1	0	0	1	4	0
ENSMUSG00000083212	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083227	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083234	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083237	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083268	NA	0	0	2	0	0	0	0	0
ENSMUSG00000083292	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083298	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083299	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083300	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083303	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083312	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083314	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083337	NA	472	87	473	90	405	110	381	70
ENSMUSG00000083339	NA	0	0	2	0	5	0	5	2
ENSMUSG00000083356	NA	0	0	0	0	0	2	0	0
ENSMUSG00000083363	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083371	NA	0	0	0	0	2	0	0	0
ENSMUSG00000083394	NA	265	52	266	46	272	58	224	49
ENSMUSG00000083395	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083412	NA	0	0	0	0	0	2	0	2
ENSMUSG00000083427	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083460	NA	2	1	2	2	3	2	1	1
ENSMUSG00000083465	NA	12	6	9	5	21	0	21	0
ENSMUSG00000083471	NA	1	0	0	0	0	0	0	1
ENSMUSG00000083485	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083501	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083527	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083542	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083548	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083553	NA	26	8	26	8	7	14	23	0
ENSMUSG00000083555	NA	1	0	0	0	2	0	0	0
ENSMUSG00000083580	NA	0	0	1	0	1	0	0	0
ENSMUSG00000083581	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083601	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083618	NA	6	0	2	2	6	2	2	2
ENSMUSG00000083651	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083655	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083657	NA	0	0	0	0	8	0	8	0
ENSMUSG00000083662	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083664	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083666	NA	0	0	0	0	0	0	0	0
ENSMUSG00000083677	NA	0	0	0	0	0	0	0	0
