# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "../mm10-chr11.gtf" "-o" "CD24Mid-7.counts2.txt" "CD24Mid-7.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	CD24Mid-7.filtered.bam
ENSMUSG00000020435	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	3703731;3703731;3703918;3705389;3705389;3705389;3711694;3711694;3711694;3711958;3711958;3711958;3712126;3712126;3712126;3712459;3712459;3712459;3714471;3714471;3714471;3715088;3715088;3715088;3715497;3715497;3715497;3717097;3717097;3717097;3717794;3717794;3717852;3717912;3722100;3722100;3724402;3726319;3726319;3726319;3773706;3774587;3819837;3819837;3863233;3863233	3705207;3705207;3705207;3705615;3705615;3705615;3711869;3711869;3711869;3712053;3712053;3712053;3712229;3712229;3712229;3712579;3712579;3712579;3714716;3714716;3714716;3715234;3715234;3715234;3715551;3715551;3715551;3717214;3717214;3717214;3717986;3717986;3717986;3717986;3722216;3722216;3726575;3726575;3726575;3726575;3773789;3774732;3820045;3820045;3863903;3863903	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6361	4
ENSMUSG00000088352	11	3788892	3788990	+	99	0
ENSMUSG00000084077	11	3872955	3873775	+	821	0
ENSMUSG00000020434	11;11;11	3886088;3890039;3894840	3888309;3890147;3895098	-;-;-	2590	37
ENSMUSG00000047205	11;11;11;11	3895240;3895240;3896943;3896947	3895517;3895517;3901296;3899353	+;+;+;+	4632	388
ENSMUSG00000048807	11;11;11;11	3907021;3907022;3912566;3912569	3907984;3907984;3914664;3914664	-;-;-;-	3063	59
ENSMUSG00000020432	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	3917192;3917192;3917192;3917192;3917192;3917192;3917192;3919290;3919290;3919290;3919290;3919290;3919290;3919290;3922011;3922011;3922011;3922011;3922011;3922011;3922011;3923396;3923396;3923396;3923396;3923396;3923396;3923396;3923702;3923702;3923702;3923702;3923702;3923702;3923702;3924941;3924941;3924941;3924941;3924941;3924941;3924941;3926000;3926000;3926000;3926000;3926000;3926000;3926000;3927390;3927390;3927390;3927390;3927390;3927390;3927390;3931393;3931393;3931393;3931393;3931393;3931393;3931393;3931725;3931725;3931927;3931976;3931976;3932013;3932013	3917709;3917709;3917709;3917709;3917709;3917709;3917709;3919405;3919405;3919405;3919405;3919405;3919405;3919405;3922176;3922176;3922176;3922176;3922176;3922176;3922176;3923582;3923582;3923582;3923582;3923582;3923582;3923582;3923874;3923874;3923874;3923874;3923874;3923874;3923874;3925102;3925102;3925102;3925102;3925102;3925102;3925102;3926169;3926169;3926169;3926169;3926169;3926169;3926169;3927582;3927582;3927582;3927582;3927582;3927582;3927582;3931584;3931584;3931584;3931587;3931587;3931587;3931587;3931804;3931789;3931960;3931995;3932044;3932078;3932159	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2178	4623
ENSMUSG00000034493	11;11	3937541;3976194	3938175;3976778	-;-	1220	2
ENSMUSG00000082816	11	3951714	3952716	+	1003	13
ENSMUSG00000020430	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	3963975;3963975;3964009;3964049;3968263;3968263;3968263;3968263;3969433;3969433;3969433;3969433;3970625;3970625;3970625;3970625;3973197;3973197;3973437;3973449;3975529;3975529;3975529;3975740;3975740;3975740;3976035;3976035;3976035;3976288;3976288;3976288;3976772;3976772;3976772;3977016;3977016;3977626;3977626;3977871;3977871;3978827;3978827	3964060;3964060;3964060;3964060;3968342;3968342;3968342;3968342;3969586;3969586;3969586;3969586;3970835;3970734;3970734;3970734;3973368;3973368;3973538;3973538;3975645;3975645;3975645;3975814;3975814;3975814;3976121;3976121;3976121;3976418;3976418;3976418;3976884;3976897;3976897;3977200;3977200;3977783;3977783;3978032;3978032;3980004;3980004	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3024	3628
ENSMUSG00000049721	11;11;11;11;11;11;11;11;11;11	3983636;3983713;3984941;3989933;3996909;3996909;3996909;3997926;3997926;3997926	3983840;3983840;3985158;3990006;3997051;3997051;3997051;3999315;3999308;3999326	+;+;+;+;+;+;+;+;+;+	2041	880
ENSMUSG00000084170	11	4002457	4002805	+	349	38
ENSMUSG00000019368	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4031462;4031465;4031613;4031783;4031783;4031783;4031842;4035123;4035123;4035123;4035123;4035123;4035123;4039436;4039436;4039436;4039436;4039436;4039436;4039436;4039771;4039771;4039771;4039771;4039771;4039771;4039937;4039937;4039937;4039937;4039937;4039937;4040046;4041737;4041737;4041737;4041737;4041737;4041737;4041737;4041737;4042191;4042191;4042191;4042191;4042191;4042191;4042191;4042191;4042399;4043287;4043287;4043287;4043287;4043287;4043287;4043287;4043653;4043653;4043653;4043653;4043833;4043833;4043833;4043833;4044064;4044064;4044064;4044064;4044064;4046213;4046213;4046213;4046213;4046213	4031517;4031517;4031661;4031899;4031899;4031899;4031899;4035198;4035198;4035198;4035198;4035198;4035198;4039479;4039479;4039479;4039479;4039479;4039479;4039479;4039830;4039830;4039830;4039830;4039830;4039830;4040125;4040125;4040125;4040125;4040125;4040125;4040125;4041832;4041832;4041832;4041832;4041832;4041832;4041832;4041832;4042251;4042251;4042251;4042251;4042251;4042251;4042251;4042251;4042469;4043370;4043370;4043759;4043370;4043370;4043355;4043370;4043759;4043759;4043972;4043735;4043972;4043972;4043972;4043972;4044233;4044233;4044233;4044233;4044233;4046336;4046336;4048024;4048024;4046336	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3487	3
ENSMUSG00000054986	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4064841;4064891;4064952;4064952;4066137;4066137;4066137;4066460;4066460;4066460;4066460;4066640;4066640;4066640;4067956;4067956;4067956;4068065;4069255;4069255;4069255;4069255;4070084;4070084;4070084;4071409;4071409;4071409;4071409;4074720;4074720;4074720;4075166;4075166;4075166;4075392;4075392;4075392;4075392;4076246;4076246;4076246;4076246	4065005;4065005;4065005;4065005;4066212;4066212;4066212;4066503;4066503;4066503;4066503;4066699;4066699;4066699;4068144;4068144;4068144;4068144;4069350;4069350;4069448;4069350;4070144;4070144;4070144;4071495;4071495;4071495;4071495;4074826;4074826;4074826;4075305;4075305;4075305;4075561;4075561;4075561;4075561;4076325;4076761;4076325;4077736	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2784	0
ENSMUSG00000004748	11;11;11;11;11;11	4091480;4093801;4094389;4094434;4094814;4095216	4092299;4094033;4094516;4094516;4095140;4095445	-;-;-;-;-;-	1738	1308
ENSMUSG00000003585	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4097039;4097775;4097775;4103388;4103388;4103388;4103440;4103674;4103674;4103674;4103674;4103895;4103895;4103895;4108497;4108497;4108497;4108497;4108964;4108964;4108964;4109149;4109149;4109149;4111037;4111037;4111157;4111443;4111443;4111894;4111894;4111894;4116457;4116681;4118625;4118625;4118625;4123166	4098435;4098435;4098435;4103557;4103557;4103557;4103557;4103813;4103813;4103813;4103813;4104001;4104001;4104001;4109011;4108580;4108580;4108580;4109024;4109024;4109024;4109244;4109261;4109244;4111225;4111225;4111225;4111502;4111502;4111937;4111937;4111937;4116756;4116756;4118753;4118696;4118831;4123415	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3505	650
ENSMUSG00000082364	11	4107755	4108224	+	470	94
ENSMUSG00000083838	11	4129372	4130150	-	779	10
ENSMUSG00000003581	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4135202;4135214;4135282;4135502;4135814;4135814;4135814;4136560;4136560;4136560;4136560;4136712;4136712;4136712;4136712;4137212;4137212;4137309;4139739;4139935;4140298;4140487	4135563;4135563;4135563;4135563;4135957;4135957;4135957;4136631;4136631;4136631;4136631;4137155;4136797;4136797;4136797;4137217;4137368;4137368;4139858;4140078;4140400;4141172	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2232	500
ENSMUSG00000093080	11	4139364	4139446	+	83	4
ENSMUSG00000051427	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4141123;4141123;4141123;4144026;4144026;4144026;4144510;4144510;4144510;4146234;4146234;4146234;4146542;4146542;4146542;4147169;4147169;4147169;4147700;4147700;4148439;4148439;4148814;4149931;4149931;4149931;4150008;4151389;4151392;4151491;4151672;4151672;4151672;4151672;4152909;4152909;4152909;4152909;4158160;4160159;4160159;4160159;4160159;4160159	4143935;4143935;4143935;4144114;4144114;4144114;4144649;4144649;4144649;4146402;4146402;4146402;4146718;4146718;4146718;4147359;4147665;4147359;4147777;4147777;4149084;4149084;4149084;4150102;4150102;4150102;4150102;4151524;4151524;4151524;4151796;4151930;4151930;4151930;4153056;4153056;4153056;4153056;4158289;4160252;4160218;4160218;4160293;4160291	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5589	154
ENSMUSG00000002129	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4160350;4160355;4160355;4161046;4161046;4161046;4166496;4166496;4167633;4167633;4171062;4171062;4171062;4173080;4173080;4174032;4175036;4175395;4176270;4176481;4177413;4177548;4178071;4179141;4179141;4179354;4179354;4180034	4160550;4160550;4160550;4161167;4161167;4161167;4166703;4166703;4167890;4167890;4171913;4171136;4171136;4173110;4173230;4174219;4175153;4175580;4176391;4176726;4177620;4178225;4178225;4179242;4179242;4179419;4179425;4182541	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6147	6044
ENSMUSG00000034412	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4186789;4186789;4186822;4205423;4205757;4205757;4205757;4205757;4209926;4209926;4209926;4209926;4212141;4212141;4212311;4212475;4212785;4212785;4212785;4212978;4212978;4212978;4212978;4213557;4213557;4213557;4213557;4213557;4213837;4213837;4213837;4213837;4214701;4214701;4214701	4187099;4187099;4187099;4205646;4205856;4205856;4205856;4205856;4209990;4210033;4210033;4210033;4212247;4212247;4213043;4212899;4212899;4212899;4212899;4213043;4213043;4213043;4213043;4213746;4213600;4213746;4213746;4213746;4213856;4213991;4213991;4213991;4215502;4214885;4215505	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2733	574
ENSMUSG00000020424	11;11;11;11;11;11;11;11;11	4218225;4218948;4220108;4220375;4220683;4221146;4221424;4221601;4221843	4218426;4219018;4220292;4220507;4220806;4221259;4221506;4221695;4222409	+;+;+;+;+;+;+;+;+	1574	12
ENSMUSG00000084012	11	4230754	4231265	-	512	0
ENSMUSG00000058755	11;11;11;11;11	4236420;4236420;4238406;4239386;4239386	4236913;4236913;4238542;4241026;4239664	+;+;+;+;+	2272	3
ENSMUSG00000034394	11;11;11;11;11;11;11;11;11	4257557;4266497;4266796;4267095;4268184;4268184;4268184;4268924;4268924	4257688;4266617;4267119;4267119;4268249;4268365;4268365;4272514;4272514	+;+;+;+;+;+;+;+;+	4350	291
ENSMUSG00000085559	11;11;11	4274089;4274959;4281714	4274511;4275040;4281931	+;+;+	723	0
ENSMUSG00000085512	11;11	4285460;4286870	4285642;4286939	+;+	253	0
ENSMUSG00000065627	11	4324149	4324255	-	107	1
ENSMUSG00000020419	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4345814;4345814;4346383;4408590;4408590;4408590;4409007;4409007;4409007;4412213;4412213;4412213;4420704;4420704;4420704;4421589;4421589;4421589;4424068;4424248;4424271;4424271;4424271;4424756;4424756;4424756;4424756;4424756;4425506;4427244;4427244;4427244;4427244;4427244;4427314;4435002;4435002;4435002;4435002;4435002;4435543;4440483;4440877;4440877;4441016	4346666;4346666;4346666;4408843;4408843;4408843;4409158;4409158;4409158;4412280;4412280;4412280;4420730;4420730;4420730;4421609;4421609;4421609;4424307;4424307;4424307;4424307;4424307;4424819;4424819;4424819;4424819;4424819;4425626;4427385;4427262;4427385;4427385;4427385;4427385;4435089;4435089;4435089;4435089;4435089;4435754;4440745;4441105;4441082;4441103	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2734	4
ENSMUSG00000034354	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4480868;4480875;4480875;4480890;4482559;4482752;4484671;4485363;4485363;4485363;4485363;4485363;4485363;4485879;4485879;4487225;4487234;4487234;4487234;4487234;4489622;4489622;4489622;4489622;4489622;4490978;4490978;4490978;4490978;4490978;4491807;4491807;4491807;4491807;4491807;4491807;4492719;4492719;4492719;4492719;4492719;4492719;4497338;4497338;4497338;4497338;4497338;4497931;4497931;4497931;4497931;4497931;4498888;4498888;4498888;4498888;4498888;4504032;4504032;4504032;4504032;4504032;4507590;4507590;4507590;4507590;4507590;4517741;4517741;4517741;4517741;4517741;4520832;4520832;4520832;4520832;4520832;4527836;4527836;4527836;4527836;4527836;4528317;4528317;4528317;4528317;4528317;4531222;4531222;4531222;4546189;4594603;4594603	4482939;4482939;4482939;4482939;4482939;4482939;4484697;4485451;4485451;4485451;4485451;4485451;4485451;4485989;4488366;4488632;4488632;4488632;4488632;4488632;4489767;4489767;4489767;4489767;4489767;4491148;4491148;4491148;4491148;4491148;4491992;4491992;4491992;4491992;4491992;4491992;4493318;4492914;4492914;4492914;4492914;4492914;4497449;4497449;4497449;4497449;4497449;4498062;4498062;4498062;4498062;4498062;4499093;4499093;4499093;4499093;4499093;4504145;4504145;4504145;4504145;4504145;4507686;4507686;4507686;4507686;4507686;4517907;4517907;4517907;4517907;4517907;4520914;4520914;4520914;4520914;4520914;4527952;4527952;4527952;4527952;4527952;4528406;4528406;4528406;4528406;4528406;4531305;4531305;4531305;4546268;4594863;4594815	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7588	3480
ENSMUSG00000081974	11;11	4561780;4563632	4564637;4564556	+;+	2858	53
ENSMUSG00000079010	11;11	4620067;4621603	4620072;4621698	+;+	102	0
ENSMUSG00000056288	11;11;11;11;11;11;11	4620275;4625376;4626419;4626419;4627682;4629418;4629957	4620991;4625503;4626935;4626935;4627766;4629477;4630011	-;-;-;-;-;-;-	1562	0
ENSMUSG00000020412	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4637747;4637747;4640383;4640383;4646562;4646562;4647063;4647063;4649740;4649740;4656269;4656269;4658215;4658215;4659272;4659272;4664229;4664229;4668315;4668315;4668580;4668580;4668862;4668862;4670276;4670276;4672283;4672283;4673328;4679252;4679252;4679431;4679431;4680083;4680083;4681439;4681439;4682907;4682907	4637822;4637822;4640480;4640480;4646720;4646720;4647233;4647233;4649869;4649869;4656336;4656336;4658325;4658325;4659384;4659384;4664303;4664303;4668422;4668422;4668648;4668648;4668936;4668936;4670462;4670462;4672497;4672497;4673447;4679345;4679345;4679552;4679552;4680182;4680182;4681518;4681518;4685699;4683385	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4964	4125
ENSMUSG00000059534	11;11;11;11;11;11;11	4701973;4701975;4701982;4703904;4703904;4704157;4704157	4702220;4702220;4702220;4703989;4704053;4704342;4704334	-;-;-;-;-;-;-	584	5250
ENSMUSG00000009076	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4704678;4704708;4722358;4722358;4728585;4728585;4728585;4730187;4730187;4730187;4731956;4732067;4732067;4737332;4737332	4704721;4704721;4722511;4722511;4728647;4728647;4728647;4730267;4730267;4730267;4732178;4732523;4732178;4737395;4737669	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1248	274
ENSMUSG00000009075	11;11;11;11;11	4736892;4739124;4739554;4740369;4746619	4738948;4739277;4739666;4740512;4746778	-;-;-;-;-	2628	4
ENSMUSG00000009073	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4765845;4767665;4767953;4772334;4779814;4780578;4780578;4780578;4781937;4782187;4782187;4782187;4782187;4782187;4784436;4784436;4784436;4784436;4784436;4784436;4784436;4787444;4787444;4787444;4787444;4787444;4787444;4789665;4789665;4789665;4789665;4789665;4791091;4791091;4791091;4791091;4791091;4791201;4794412;4794412;4794412;4794412;4794412;4794412;4794412;4794431;4794480;4794843;4794843;4794843;4794843;4794843;4794843;4794843;4794843;4794843;4799861;4799861;4799861;4799861;4799861;4799861;4799861;4799861;4803678;4803678;4803678;4803678;4803678;4803678;4803678;4803678;4803678;4806254;4806254;4806254;4806254;4806254;4806254;4806254;4806254;4806254;4808257;4808257;4808257;4808257;4808257;4808257;4808257;4808257;4808257;4808696;4815147;4816082;4816082;4816082;4816082;4816082;4816082;4816082;4816082;4816082;4818505;4818505;4818505;4818505;4818505;4818505;4818505;4818505;4820368;4820368;4820368;4820368;4820368;4820368;4820368;4820368;4824830;4829843;4832998;4848872;4848872;4848872;4848872;4848872	4768273;4768273;4768273;4772638;4780034;4780622;4780622;4780622;4782352;4782352;4782352;4782352;4782352;4782352;4784563;4784563;4784563;4784563;4784563;4785107;4784563;4787549;4787549;4787549;4787549;4787549;4787549;4789882;4789882;4789882;4789882;4789882;4791213;4791213;4791213;4791213;4791213;4791213;4794525;4794525;4794525;4794525;4794525;4794525;4794525;4794525;4794525;4794917;4794917;4794917;4794917;4794917;4794917;4794917;4794917;4794917;4799995;4799995;4799995;4799995;4799995;4799995;4799995;4799995;4803753;4803753;4803753;4803753;4803753;4803753;4803753;4803753;4803753;4806336;4806336;4806336;4806336;4806336;4806336;4806336;4806336;4806336;4808325;4808325;4808325;4808325;4808325;4808325;4808325;4808325;4808325;4808834;4815240;4816165;4816165;4816165;4816165;4816165;4816165;4816165;4816165;4816165;4818627;4818627;4818547;4818627;4818627;4818627;4818627;4818627;4820493;4820396;4820493;4820493;4820396;4820493;4820493;4820493;4824921;4830121;4833133;4849125;4849194;4849365;4848985;4849536	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6825	5733
ENSMUSG00000034285	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4873951;4873999;4874005;4882901;4883194;4883206;4883264;4883368;4883368;4883368;4883368;4883368;4883726;4883726;4883726;4883726;4883726;4883726;4884022;4884022;4884022;4884022;4884022;4884022;4888880;4888880;4888880;4889097;4889097;4889097;4889097;4889533;4889533;4889533;4889892;4889892;4889892;4891403;4891403;4893120;4893120	4874103;4874103;4874103;4883171;4883253;4883253;4883495;4883495;4883495;4883495;4883495;4883495;4883771;4883771;4883771;4883771;4883771;4883771;4884116;4884116;4884404;4884116;4884116;4884116;4888950;4888950;4888950;4889131;4889237;4889237;4889237;4889564;4889564;4889564;4889973;4889986;4889986;4891486;4891486;4893617;4894200	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2649	3092
ENSMUSG00000098296	11	4891345	4891402	+	58	0
ENSMUSG00000034274	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	4895320;4895343;4899791;4899791;4901152;4902086;4902086;4902212;4902212;4902212;4902335;4902335;4904095;4904095;4904095;4904095;4904095;4905641;4905641;4905641;4905641;4910627;4910627;4910627;4910627;4911435;4911529;4912781;4912781;4912781;4912781;4914270;4914270;4914270;4914270;4914522;4914522;4914522;4915306;4915489;4915489;4915489;4918124;4918124;4918124;4918124;4919733;4919733;4919733;4920377;4920377;4920377;4921922;4921922;4922139;4922139;4924748;4924748;4926046;4926046;4928675;4928675	4895378;4895378;4899906;4899906;4901295;4902199;4902199;4902432;4902432;4902432;4902432;4902432;4904241;4904465;4904241;4904241;4904241;4905755;4905755;4905755;4905755;4910759;4910759;4910759;4910759;4911470;4911563;4912858;4912858;4912858;4912858;4914310;4914310;4914310;4914310;4914621;4914621;4914621;4915597;4915597;4915597;4915597;4918225;4918225;4918225;4918225;4919829;4919829;4919829;4920485;4920491;4920491;4922025;4922025;4922226;4922226;4924863;4924863;4926236;4926236;4928865;4928867	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2861	1865
ENSMUSG00000084381	11	4918510	4919003	+	494	7
ENSMUSG00000020396	11;11;11;11	4938754;4943851;4945111;4947058	4941415;4943975;4945310;4948064	-;-;-;-	3994	6
