"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0048518","positive regulation of biological process","BP",376,118,138,0.808159161003428,0.551313667593454
"GO:0048522","positive regulation of cellular process","BP",353,109,131,0.85966619146513,0.474702840635521
"GO:0048583","regulation of response to stimulus","BP",247,88,80,0.179658435827424,0.956774679009252
"GO:0048585","negative regulation of response to stimulus","BP",109,39,41,0.291177171078749,0.468219267124433
"GO:0048854","brain morphogenesis","BP",4,2,1,0.401321773712254,0.841316405085412
"GO:0050790","regulation of catalytic activity","BP",137,51,43,0.152686438844414,0.934618850119073
"GO:0051173","positive regulation of nitrogen compound metabolic process","BP",214,64,81,0.873725341066567,0.395338834988138
"GO:0051247","positive regulation of protein metabolic process","BP",117,40,42,0.422490525733346,0.624253736981895
"GO:0051254","positive regulation of RNA metabolic process","BP",114,31,49,0.933767556971688,0.092621760531681
"GO:0051293","establishment of spindle localization","BP",8,2,4,0.800186179038453,0.333387790858277
"GO:0051294","establishment of spindle orientation","BP",7,2,3,0.731060007666052,0.509883138174582
"GO:0051336","regulation of hydrolase activity","BP",62,26,19,0.0823633726340659,0.880778905588509
"GO:0051647","nucleus localization","BP",4,2,0,0.401321773712254,1
"GO:0051648","vesicle localization","BP",21,10,5,0.115756919751109,0.934579880696127
"GO:0051650","establishment of vesicle localization","BP",20,10,5,0.0846105557647099,0.913621089155641
"GO:0051653","spindle localization","BP",9,2,4,0.85308036278837,0.437401572133841
"GO:0060322","head development","BP",46,12,20,0.881814225847336,0.21157748169202
"GO:0065008","regulation of biological quality","BP",239,81,91,0.397695107119138,0.35464005013526
"GO:0065009","regulation of molecular function","BP",172,61,60,0.253621787302974,0.744611248602734
"GO:0072384","organelle transport along microtubule","BP",9,4,3,0.34093140881906,0.704969733779627
"GO:0098930","axonal transport","BP",6,2,1,0.642601833479987,0.936978178122284
"GO:0099111","microtubule-based transport","BP",14,6,5,0.299475047925169,0.634033152681543
"GO:0099518","vesicle cytoskeletal trafficking","BP",12,5,3,0.358267732335499,0.878498317417051
"GO:0198738","cell-cell signaling by wnt","BP",33,8,16,0.901175968426066,0.111521089915804
"GO:1901222","regulation of NIK/NF-kappaB signaling","BP",5,1,2,0.865470480130593,0.606693319637086
"GO:1901223","negative regulation of NIK/NF-kappaB signaling","BP",1,0,0,1,1
"GO:1902531","regulation of intracellular signal transduction","BP",116,47,40,0.0448710517735566,0.742489532595867
"GO:1902532","negative regulation of intracellular signal transduction","BP",43,19,14,0.0790445183106491,0.772594120063061
"GO:1902680","positive regulation of RNA biosynthetic process","BP",106,30,45,0.88294364456684,0.125246942082484
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","BP",12,2,8,0.944279198468277,0.0342565271095026
"GO:1903047","mitotic cell cycle process","BP",57,12,32,0.985336587915284,0.00184511565286581
"GO:1903508","positive regulation of nucleic acid-templated transcription","BP",106,30,45,0.88294364456684,0.125246942082484
"GO:1905114","cell surface receptor signaling pathway involved in cell-cell signaling","BP",37,8,19,0.957149769699752,0.0476498851932788
"GO:2000574","regulation of microtubule motor activity","BP",4,1,1,0.798895615169579,0.841316405085412
"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",4,0,3,1,0.144317600869476
"GO:0000723","telomere maintenance","BP",12,0,11,1,0.00012521176950183
"GO:0000956","nuclear-transcribed mRNA catabolic process","BP",9,1,4,0.973174202711476,0.437401572133841
"GO:0006401","RNA catabolic process","BP",20,1,11,0.999692820642773,0.073554772771979
"GO:0006402","mRNA catabolic process","BP",19,1,11,0.999537825568407,0.0488541001085977
"GO:0010639","negative regulation of organelle organization","BP",39,10,19,0.879914146211428,0.0829078222701251
"GO:0016071","mRNA metabolic process","BP",53,5,29,0.999991354127462,0.00505303629314261
"GO:0016233","telomere capping","BP",3,0,3,1,0.0497691017182855
"GO:0019439","aromatic compound catabolic process","BP",28,4,12,0.993755043708797,0.314858145466769
"GO:0032200","telomere organization","BP",13,0,12,1,4.9022039732461e-05
"GO:0032204","regulation of telomere maintenance","BP",6,0,6,1,0.00244425050480812
"GO:0032205","negative regulation of telomere maintenance","BP",4,0,4,1,0.0182529353345555
"GO:0033044","regulation of chromosome organization","BP",34,7,22,0.964289354064886,0.000758891468050321
"GO:0034655","nucleobase-containing compound catabolic process","BP",27,3,12,0.998167523598087,0.262215121022279
"GO:0042592","homeostatic process","BP",123,43,53,0.345735921455603,0.0785692774818306
"GO:0044270","cellular nitrogen compound catabolic process","BP",28,4,12,0.993755043708797,0.314858145466769
"GO:0046700","heterocycle catabolic process","BP",28,4,12,0.993755043708797,0.314858145466769
"GO:0051052","regulation of DNA metabolic process","BP",29,5,16,0.983396148276935,0.0320656921082409
"GO:0051053","negative regulation of DNA metabolic process","BP",8,2,6,0.800186179038453,0.0324342515107264
"GO:0051129","negative regulation of cellular component organization","BP",65,20,29,0.697535535453834,0.114757400071571
"GO:0060249","anatomical structure homeostasis","BP",28,4,17,0.993755043708797,0.00804057986610385
"GO:1901361","organic cyclic compound catabolic process","BP",28,4,12,0.993755043708797,0.314858145466769
"GO:1904353","regulation of telomere capping","BP",3,0,3,1,0.0497691017182855
"GO:1904354","negative regulation of telomere capping","BP",2,0,2,1,0.135501889992908
"GO:2001251","negative regulation of chromosome organization","BP",15,0,12,1,0.000763658066928488
"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","BP",10,8,0,0.00304400882267188,1
"GO:0007030","Golgi organization","BP",8,6,0,0.0182940324201225,1
"GO:0010256","endomembrane system organization","BP",28,14,4,0.0443054580885766,0.998133239259327
"GO:0016192","vesicle-mediated transport","BP",110,48,21,0.00935605448050495,0.999993138657449
"GO:0048193","Golgi vesicle transport","BP",27,12,3,0.141978405741237,0.999502776353564
"GO:0006081","cellular aldehyde metabolic process","BP",3,2,1,0.2545194121767,0.748391636867767
"GO:0006766","vitamin metabolic process","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0006767","water-soluble vitamin metabolic process","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0008614","pyridoxine metabolic process","BP",1,1,0,0.32991452991453,1
"GO:0008615","pyridoxine biosynthetic process","BP",1,1,0,0.32991452991453,1
"GO:0009110","vitamin biosynthetic process","BP",1,1,0,0.32991452991453,1
"GO:0019637","organophosphate metabolic process","BP",72,29,21,0.110738313746764,0.937574461886185
"GO:0042364","water-soluble vitamin biosynthetic process","BP",1,1,0,0.32991452991453,1
"GO:0042816","vitamin B6 metabolic process","BP",1,1,0,0.32991452991453,1
"GO:0042819","vitamin B6 biosynthetic process","BP",1,1,0,0.32991452991453,1
"GO:0042822","pyridoxal phosphate metabolic process","BP",1,1,0,0.32991452991453,1
"GO:0042823","pyridoxal phosphate biosynthetic process","BP",1,1,0,0.32991452991453,1
"GO:0044281","small molecule metabolic process","BP",100,48,31,0.000803528981845592,0.916536125724934
"GO:0044283","small molecule biosynthetic process","BP",42,19,12,0.0626492151772,0.904123381298093
"GO:0046184","aldehyde biosynthetic process","BP",1,1,0,0.32991452991453,1
"GO:0072524","pyridine-containing compound metabolic process","BP",2,2,0,0.108654485899995,1
"GO:0072525","pyridine-containing compound biosynthetic process","BP",2,2,0,0.108654485899995,1
"GO:0090407","organophosphate biosynthetic process","BP",33,13,10,0.268376320211534,0.83436604460256
"GO:1901615","organic hydroxy compound metabolic process","BP",23,14,3,0.00516920108322247,0.997602434486371
"GO:1901617","organic hydroxy compound biosynthetic process","BP",9,8,0,0.000854937493979692,1
"GO:0010950","positive regulation of endopeptidase activity","BP",9,3,3,0.615056535913744,0.704969733779627
"GO:0010952","positive regulation of peptidase activity","BP",10,3,4,0.693782762890365,0.536039964196198
"GO:0016197","endosomal transport","BP",19,11,0,0.0213575010403428,1
"GO:0016482","cytosolic transport","BP",20,13,2,0.00311689328151426,0.998796480113081
"GO:0016485","protein processing","BP",6,2,2,0.642601833479987,0.714942168073546
"GO:0031638","zymogen activation","BP",4,1,1,0.798895615169579,0.841316405085412
"GO:0042147","retrograde transport, endosome to Golgi","BP",11,7,0,0.03583922412142,1
"GO:0043085","positive regulation of catalytic activity","BP",83,31,27,0.223677452691146,0.83182658081805
"GO:0043087","regulation of GTPase activity","BP",27,13,6,0.0710749747396796,0.96795005277921
"GO:0043547","positive regulation of GTPase activity","BP",24,12,6,0.0609914567220039,0.92718379062587
"GO:0044093","positive regulation of molecular function","BP",105,36,40,0.422092380969787,0.428062765949178
"GO:0051345","positive regulation of hydrolase activity","BP",42,19,12,0.0626492151772,0.904123381298093
"GO:0051604","protein maturation","BP",7,3,2,0.421456398014824,0.796965780033131
"GO:0052547","regulation of peptidase activity","BP",17,3,8,0.954270293162834,0.261590708865886
"GO:0052548","regulation of endopeptidase activity","BP",16,3,7,0.938536052516792,0.368729180999251
"GO:0090630","activation of GTPase activity","BP",10,6,0,0.0722515399186628,1
"GO:0097202","activation of cysteine-type endopeptidase activity","BP",2,1,0,0.551174573929065,1
"GO:2000116","regulation of cysteine-type endopeptidase activity","BP",12,2,5,0.944279198468277,0.470430217025865
"GO:2001056","positive regulation of cysteine-type endopeptidase activity","BP",7,2,2,0.731060007666052,0.796965780033131
"GO:0000070","mitotic sister chromatid segregation","BP",18,2,15,0.99300850274172,6.34244095491473e-05
"GO:0000212","meiotic spindle organization","BP",2,0,2,1,0.135501889992908
"GO:0000280","nuclear division","BP",40,10,25,0.89949484899901,0.000710929787224101
"GO:0000819","sister chromatid segregation","BP",21,2,18,0.997630712262082,4.7605487730147e-06
"GO:0007020","microtubule nucleation","BP",4,0,2,1,0.46961733221483
"GO:0007051","spindle organization","BP",13,3,9,0.856960939638732,0.0175833596072676
"GO:0007052","mitotic spindle organization","BP",8,1,7,0.95983044272002,0.00486202421110478
"GO:0007059","chromosome segregation","BP",34,4,25,0.999067252489563,1.12570947592229e-05
"GO:0007088","regulation of mitotic nuclear division","BP",15,4,9,0.784333934418946,0.0569130676530609
"GO:0007346","regulation of mitotic cell cycle","BP",50,9,33,0.995004480225155,1.81263621861917e-05
"GO:0022607","cellular component assembly","BP",192,53,87,0.966925034541282,0.00525003410589166
"GO:0031109","microtubule polymerization or depolymerization","BP",13,1,7,0.994687366070426,0.160993572664227
"GO:0031122","cytoplasmic microtubule organization","BP",8,1,6,0.95983044272002,0.0324342515107264
"GO:0034622","cellular protein-containing complex assembly","BP",74,16,37,0.990543856405419,0.0115746813871003
"GO:0046785","microtubule polymerization","BP",8,0,5,1,0.127836746908948
"GO:0048285","organelle fission","BP",46,12,27,0.881814225847336,0.00173594027261759
"GO:0051258","protein polymerization","BP",24,6,9,0.856510987112717,0.550641995559484
"GO:0051321","meiotic cell cycle","BP",23,4,15,0.972579240536083,0.00495015873476457
"GO:0051783","regulation of nuclear division","BP",18,6,9,0.576555809210923,0.177868450936866
"GO:0065003","protein-containing complex assembly","BP",101,27,47,0.936485448836549,0.0234616879740791
"GO:0097435","supramolecular fiber organization","BP",57,16,21,0.829787788682076,0.55124591605407
"GO:0098813","nuclear chromosome segregation","BP",27,3,21,0.998167523598087,1.38908085721047e-05
"GO:0140014","mitotic nuclear division","BP",26,7,16,0.807940154083221,0.00844237425946998
"GO:1903046","meiotic cell cycle process","BP",20,4,13,0.93732933543006,0.00929186117915013
"GO:0006513","protein monoubiquitination","BP",9,1,3,0.973174202711476,0.704969733779627
"GO:0006605","protein targeting","BP",21,6,8,0.742924471121115,0.534933379172852
"GO:0006625","protein targeting to peroxisome","BP",2,0,1,1,0.601250246759229
"GO:0007031","peroxisome organization","BP",3,1,1,0.699502154805247,0.748391636867767
"GO:0015919","peroxisomal membrane transport","BP",2,0,1,1,0.601250246759229
"GO:0016558","protein import into peroxisome matrix","BP",2,0,1,1,0.601250246759229
"GO:0017038","protein import","BP",19,2,12,0.9951127768983,0.0170329002429134
"GO:0043574","peroxisomal transport","BP",2,0,1,1,0.601250246759229
"GO:0044743","protein transmembrane import into intracellular organelle","BP",2,0,1,1,0.601250246759229
"GO:0055085","transmembrane transport","BP",73,35,19,0.00439879374522706,0.984084682838635
"GO:0065002","intracellular protein transmembrane transport","BP",3,0,1,1,0.748391636867767
"GO:0071806","protein transmembrane transport","BP",3,0,1,1,0.748391636867767
"GO:0072594","establishment of protein localization to organelle","BP",36,7,17,0.977865425215563,0.128501705053953
"GO:0072662","protein localization to peroxisome","BP",2,0,1,1,0.601250246759229
"GO:0072663","establishment of protein localization to peroxisome","BP",2,0,1,1,0.601250246759229
"GO:0006915","apoptotic process","BP",118,38,44,0.612746580139329,0.494638093160837
"GO:0008219","cell death","BP",126,40,45,0.65814467603151,0.643742597739436
"GO:0010035","response to inorganic substance","BP",23,5,9,0.921347697906744,0.487765605004276
